judul,link,konten,halaman_sumber_pencarian
Kemensos Pastikan Pesan Berantai Tambahan BLT Rp 400 Ribu Hoaks!,https://finance.detik.com/berita-ekonomi-bisnis/d-7262738/kemensos-pastikan-pesan-berantai-tambahan-blt-rp-400-ribu-hoaks,"Beberapa waktu belakangan beredar pesan berantai berisi narasi pemerintah akan menambah bantuan langsung tunai (BLT) PKH Tahap 1. Atas hal ini, Kementerian Sosial (Kemensos) menekankan bahwa pesan tersebut merupakan hoaks.
Melalui akun Instagram resminya @kemensosri, Kemensos menegaskan bahwa berita tersebut merupakan hoaks. Selain itu, Kemensos juga menegaskan kalau pihaknya tidak pernah membuat situs ataupun tautan terkait pendaftaran ataupun pencairan dana bantuan sosial (bansos).
""Beredar pesan berantai berisi tautan di aplikasi Whatsapp yang berisi berita bohong (hoaks) tentang bantuan tambahan BLT PKH Tahap 1,"" tulis Kemensos, dikutip dari unggahan tersebut, Selasa (26/3/2024).
""Kementerian Sosial TIDAK PERNAH membuat situs ataupun tautan terkait pendaftaran maupun pencairan bantuan sosial,"" sambungnya.
Oleh karena itu, masyarakat diminta untuk senantiasa berhati-hati atas pesan-pesan yang beredar di masyarakat, khususnya melalui media sosial. Masyarakat juga diminta untuk tidak sembarangan membagikan data pribadi melalui situs ataupun tautan tersebut tersebut. Masyarakat juga diminta untuk berhenti menyebarkan pesan berantai itu.
""Berhenti menyebarluaskan atau memberikan data apapun melalui nomor tersebut. Mari saring sebelum sharing ya #SobatSosial! Layanan Pusat Kendali Kemensos 171,"" tulis Kemensos.
Dalam unggahan tersebut, Kemensos juga mencantumkan gambar tangkapan layar dari pesan berantai tersebut. Terlihat dalam pesan WhatsApp itu, dinarasikan jika pemerintah akan memberi tambahan bantuan BLT PKH Tahap 1 sebesar Rp 400 ribu. Namun ada proses pendaftaran yang harus dilakukan terlebih dahulu.
""Kabar gembira pemerintah akan memberikan bantuan tambahan BLT PKH Tahap 1 Rp 400.000. Segera daftarkan diri Anda sebelum ditutup,"" bunyi pesan hoaks tersebut.
Disebutkan juga pencairan bantuan tidak dipungut biaya sepeser pun. Masyarakat cukup membuka website dan mengisi formulir pendaftaran. ""Batas pendaftaran sampai 31 Maret 2024,"" tutup pesan itu.",https://www.detik.com/search/searchall?query=blt&page=4
Penjelasan Jokowi soal Tebar BLT Jelang Pemilu,https://20.detik.com/detikupdate/20240202-240202084/penjelasan-jokowi-soal-tebar-blt-jelang-pemilu,Presiden Joko Widodo (Jokowi) buka suara terkait bantuan langsung tunai (BLT) sebesar Rp 200 ribu /bulan yang akan dicairkan 3 periode sekaligus pada Februari 2024 sebesar Rp 600 ribu. Jokowi menyebut pemberian bantuan itu diperlukan untuk memperkuat daya beli masyarakat.,https://www.detik.com/search/searchall?query=blt&page=4
Kapan BLT Mitigasi Pangan Cair? Ini Jawaban Menko Perekonomian,https://www.detik.com/sumbagsel/bisnis/d-7232554/kapan-blt-mitigasi-pangan-cair-ini-jawaban-menko-perekonomian,"Penyaluran Bantuan Langsung Tunai (BLT) mitigasi risiko pangan sempat mundur. Kemungkinan akan cair sebelum Lebaran.
""Terkait BLT mitigasi risiko pangan akan dilakukan di semester ini. Ya mungkin sebelum Lebaran, tunggu sidang Isbat dulu,"" kata Menko Perekonomian Airlangga Hartarto sambil berkelakar di kantornya, Jakarta Pusat, Jumat (8/3/2024), dilansir detikFinance.
Sebelumnya, Airlangga menyebut pencairan masih dalam proses karena butuh koordinasi dengan beberapa pihak.
""Kan sekarang masih membutuhkan penganggaran di Kementerian Sosial dan kemudian berkontrak dengan PT Pos karena penyaluran melalui PT Pos secara biaya lebih murah daripada melalui Himbara,"" kata Airlangga, Jumat (16/2/2024).
BLT mitigasi pangan sebesar Rp 200 ribu per bulan diberikan pada periode Januari-Februari-Maret 2024. Akan dievaluasi tiap bulan. Pencairan dilakukan dengan cara dirapel.
""Dirapel karena kan ada sensus untuk kemiskinan ekstrem targetnya 0, jadi jangan sampai momentum atau siklusnya lewat,"" kata Airlangga.
Pemerintah menggelontorkan Rp 11,25 triliun untuk program ini. Menyasar pada 18,8 juta Keluarga Penerima Manfaaat (KPM).",https://www.detik.com/search/searchall?query=blt&page=4
Momen Jokowi Bagikan BLT El Nino ke Warga Malang,https://20.detik.com/detikupdate/20231215-231215048/momen-jokowi-bagikan-blt-el-nino-ke-warga-malang,Presiden Joko Widodo (Jokowi) membagikan bantuan langsung tunai (BLT) El Nino dan bantuan pangan ke warga Malang. Kedatangan Jokowi pun disambut antusias warga.,https://www.detik.com/search/searchall?query=blt&page=4
Kejari Lubuklinggau Akan Tetapkan 2 Tersangka Kasus Korupsi Dana BOS dan BLT,https://www.detik.com/sumbagsel/hukum-dan-kriminal/d-7677796/kejari-lubuklinggau-akan-tetapkan-2-tersangka-kasus-korupsi-dana-bos-dan-blt,"Kejaksaan Negeri (Kejari) Lubuklinggau akan menetapkan dua orang sebagai tersangka atas kasus tindak pidana korupsi mencapai miliaran rupiah. Dua kasus itu yakni dari penyidikan dana Bantuan Operasional Sekolah (BOS) di SD Pangkalan, Musi Rawas, serta Bantuan Langsung Tunai (BLT) di Desa Lubukmas, Muratara.
Kepala Kejari (Kajari) Lubuklinggau Anita Asterida mengatakan kedua orang yang akan ditetapkan sebagai tersangka yakni Kepala Sekolah dari SD Pangkalan Tarum, Kecamatan STL Ulu Trawas, Musi Rawas, Sumatera Selatan.
Kemudian, sambungnya, Kepala Desa Lubukmas, Kecamatan Rawas Ulu, Musi Rawas Utara, Sumatera Selatan, lantaran dugaan tindak pidana korupsi penyelewengan BLT pembangunan fiktif dan gaji perangkat desa.
Anita mengatakan kedua kasus tindak pidana korupsi ini sudah lama ditangani oleh Kejari Lubuklinggau. Saat ini kasus tersebut sudah dalam proses DIK dan akan ditingkatkan menjadi tahap penetapan tersangka yakni kepada sekolah dan kepala desa tersebut.
""Dua perkara ini sebenarnya akan dilakukan penetapan tersangka pada hari ini (Senin) yang bertepatan dengan Hari Anti Korupsi Sedunia (Hakordia) 2024. Namun kondisi di lapangan memang belum memungkinkan karena suatu hal sehingga terpaksa dilakukan penundaan,"" katanya saat dikonfirmasi detikSumbagsel, Senin (9/12/2024).
Anita mengatakan pihaknya berencana akan segera mengambil keputusan dalam penyidikan dua kasus tindak pidana korupsi ini pada akhir tahun 2024.
""Kami berharap dan akan mengambil sikap sampai dengan akhir tahun 2024 terhadap dua tindak pidana korupsi yang masih dalam tahap DIK ini,"" ujarnya.
Untuk penggelapan dana BOS sendiri diperkirakan kerugian mencapai Rp 300 juta, sementara penyelewengan BLT di Desa Lubukmas diperkirakan mencapai Rp 1,1 miliar. Namun untuk total pastinya, Anita mengatakan pihak kejari masih melakukan proses hitung.
""Namun kedua kasus itu masih dalam proses hitung, karena kami harus teliti karena ada beberapa bagian yang harus kami kumpulkan. Jadi bukan hanya melakukan korupsi untuk satu sektor saja tapi di tengah tanggung jawabnya ada beberapa item yang dilakukan dalam tindak pidana korupsi. Jadi Kami harus benar-benar menghitung dengan benar,"" ungkapnya.",https://www.detik.com/search/searchall?query=blt&page=4
"Masyarakat Tabanan Mulai Sejahtera, Penerimaan Bantuan Sosial Menurun",https://www.detik.com/bali/berita/d-7734185/masyarakat-tabanan-mulai-sejahtera-penerimaan-bantuan-sosial-menurun,"Dinas Sosial, Pemberdayaan Perempuan, dan Anak Tabanan mencatat masyarakat penerima bantuan sosial mulai menurun per Desember 2024. Penurunan ini diketahui setelah perekonomian masyarakat menjadi lebih baik dan sejahtera.
Berdasarkan Data Terpadu Kesejahteraan Sosial (DTKS) di Tabanan tercatat ada sebanyak 180.555 jiwa dari 68.849 kepala keluarga (KK) yang mulai hidup sejahtera. Jumlah itu bahkan lebih rendah dibanding November 2024 yang tercatat sebanyak 188.705 individu dengan jumlah kepala keluarga yang sama.
""Ini menunjukkan angka yang positif,"" kata Kepala Dinas Sosial Pemberdayaan Perempuan dan Anak Tabanan, I Nyoman Gede Gunawan, Rabu (15/1/2025).
Masyarakat disebut sudah mulai menyesuaikan kehidupannya dari semula menurun hingga menjadi sejahtera. Salah satu penyebabnya karena masyarakat merantau, hal ini berdasarkan hasil verifikasi dan validasi pihak desa setiap bulan.
Gede Gunawan menyebutkan, berdasarkan data dari Sistem Informasi Kesejahteraan Sosial-Next Generation (SIKS-NG), pengusulan data dilakukan oleh desa yang lebih memahami kondisi warganya. ""Penurunan ini menunjukkan bahwa masyarakat semakin sejahtera,"" lanjutnya.
Sejauh ini, masyarakat menerima bantuan DTKS bervariasi, baik nontunai dan tunai. Gede Gunawan menambahkan, masyarakat ada yang mendapat bantuan BLT setiap bulan dan program keluarga harapan (PKH).
""Yang tunai, menerima BLT tiap bulan. Sementara nontunai seperti keluarga yang menerima PKH,"" imbuhnya. Namun, Gede Gunawan tetap akan memonitor dan mendorong evaluasi hingga pemutakhiran data secara berkala agar bantuan sosial tepat sasaran serta menjangkau masyarakat yang membutuhkan.",https://www.detik.com/search/searchall?query=blt&page=4
Eks Sekdes di Sukabumi Dibui Usai Sedot Dana BLT Rp 349 Juta,https://www.detik.com/jabar/hukum-dan-kriminal/d-7688872/eks-sekdes-di-sukabumi-dibui-usai-sedot-dana-blt-rp-349-juta,"Mantan Sekretaris Desa Cikahuripan, Desa Kadudampit berinisial MA (31) ditetapkan sebagai tersangka kasus dugaan tindak pidana korupsi Bantuan Langsung Tunai (BLT) dan APBDes tahun anggaran 2021-2023. Total kerugian negara dalam kasus itu mencapai Rp349 juta.
Kapolres Sukabumi Kota AKBP Rita Suwadi mengatakan, kasus itu bermula dari laporan warga selaku keluarga penerima manfaat (KPM) yang tidak menerima bantuan langsung tunai pada periode IV tahun 2023 lalu. Kemudian, warga mencurigai tersangka MA yang merupakan pengelola keuangan desa.
""Tersangka yang merupakan mantan Sekretaris Desa Cikahuripan mengelola keuangan desa, mengelola aplikasi sistem keuangan desa (siskeudes) serta aplikasi sistem informasi transaksi non tunai (sitanti), mencairkan dana desa (DD) dan alokasi dana desa (ADD) tanpa melibatkan kaur keuangan desa,"" kata Rita kepada awak media, Senin, (16/12/2024).
Lebih lanjut, tersangka mencairkan dana desa (DD) dan alokasi dana desa (ADD) menggunakan rekening penampung bank daerah atas nama pribadi dan milik orang lain di luar dari perangkat desa.
""Pelaku menggunakan uang tersebut tidak sesuai dengan peruntukannya sebagaimana APBDes yang ditetapkan, sehingga dengan adanya kejadian tersebut kerugian keuangan negara yang terjadi sebesar Rp349.523.429,"" ujarnya.
Kanit III Tipidter Sat Reskrim Polres Sukabumi Kota Ipda Abduh menambahkan, perbuatan tersangka sudah merugikan negara dan 88 KPM. Selain itu, tersangka juga menggunakan anggaran desa untuk pembentukan Bumdes (Badan Usaha Milik Desa) dan peralatan kantor desa.
""Pada saat itu muncul permasalahan di desa kemudian dilakukan audit dan ternyata untuk BLT ini yang tidak disalurkan tahap III-IV untuk tahun anggaran 2023. Setelah dilakukan pemeriksaan audit ada juga dana penyertaan Bumdes Rp50 juta, ada dana pengadaan alat kantor, ada dana pembentukan Bumdes. Jadi total kerugiannya Rp349 juta,"" kata Abduh.
Abduh mengatakan, pihaknya masih mendalami dugaan tersangka menggunakan uang korupsi untuk membeli obat psikotropika. Namun, kata dia, tersangka sempat menjalani rehabilitasi selama tiga bulan sejak Desember 2023.
""Untuk hal tersebut kita masih pendalaman. Dia ngakunya untuk kebutuhan sehari-hari ya, tapi kalau untuk apakah dibelikan narkoba ya kita belum ada pengakuan ke sana. Namun yang pasti tersangka ini sejak Desember 2023 sempat direhabilitasi oleh keluarganya selama tiga bulan. Obat-obatan, psikotropika,"" ungkap Abduh.
Lebih lanjut, saat akan ditetapkan sebagai tersangka, pihaknya juga melakukan tes kesehatan termasuk pemeriksaan narkotika. Hasilnya, pada November 2024 tidak ditemukan tanda-tanda positif narkotika.
""Kita lakukan tes kesehatan namun pada saat tes kesehatan penahanan tidak ditemukan positif. Jadi pada saat korupsi dia masih menjabat selaku Sekdes. Setelah dia berjalan waktu, proses penyelidikan kemudian dia diberhentikan. Waktu direhab statusnya masih Sekdes,"" kata dia.
Selain mengamankan tersangka, polisi juga menyita sejumlah barang bukti di antaranya satu bundel dokumen dan uang tunai sebesar Rp25.507.700.
Akibat perbuatannya, MA disangkakan pasal berlapis yaitu pasal 2 ayat (1) UU nomor 31 tahun 1999 tentang pemberantasan tindak pidana korupsi jo UU nomor 20 tahun 2001 tentang perubahan atas UU nomor 31 tahun 1999 tentang pemberantasan tindak pidana korupsi, dengan ancaman pidana penjara paling lama 20 tahun dan paling sedikit 4 tahun.
Kemudian, pasal 3 UU nomor 31 tahun 1999 tentang pemberantasan tindak pidana korupsi jo UU nomor 20 tahun 2001 tentang perubahan atas UU nomor 31 tahun 1999 tentang pemberantasan tindak pidana korupsi, dengan ancaman pidana penjara paling lama 20 tahun dan paling sedikit 1 tahun.",https://www.detik.com/search/searchall?query=blt&page=4
"BLT Cair! Buruh Rokok Dapat Rp 1,5 Juta",https://finance.detik.com/foto-bisnis/d-6894017/blt-cair-buruh-rokok-dapat-rp-1-5-juta,"Surabaya- Sebanyak 9.259 pekerja pabrik rokok di Jawa Timur mendapat BLT Provinsi masing-masing sebesar Rp1,5 juta.",https://www.detik.com/search/searchall?query=blt&page=4
Kata Petani Madiun Soal Wacana Pupuk Subsidi Diganti Jadi BLT,https://www.detik.com/jatim/berita/d-7484010/kata-petani-madiun-soal-wacana-pupuk-subsidi-diganti-jadi-blt,"Petani Madiun angkat bicara terkait wacana pemerintah akan mengganti pupuk subsidi dengan bantuan langsung tunai (BLT). Petani Madiun kurang setuju atas wacana yang dilontarkan Menko Marves Luhut Binsar Pandjaitan.
Hal ini disampaikan Ketua Kontak Tani Nelayan Andalan (KTNA) Kabupaten Madiun Suharno. Menurutnya, BLT pengganti pupuk subsidi kurang tepat, karena dikhawatirkan justru menimbulkan gejolak baru. Seperti pendataan ulang petani dan penggunaan uang BLT tidak tepat sasaran.
""Intinya statemen deputi dan Pak Luhut menjelaskan bahwa subsidi pupuk diganti BLT. Petani membuat rekening per individu. Petani membeli pupuk non subsidi. Kami khawatir BLT pengganti pupuk subsidi tidak tepat sasaran. Yang namanya uang, kalau sudah di tangan, ada kebutuhan yang lain pasti akan terpakai. Akhirnya tidak beli pupuk,"" kata Suharno.
Wacana pengganti pupuk subsidi dengan uang BLT, kata Suharno, bisa tidak sesuai konsep ketahanan pangan. Hal ini mungkin saja terjadi jika petani lalai tidak membeli pupuk dari uang BLT.
""Kalau konsep itu (BLT) untuk ketahanan pangan nasional, benar nggak uang itu dibelikan pupuk. Kalau dibelikan yang lain, atau untuk keperluan lain gimana. Ujungnya tanaman tidak terpupuk dan pada akhirnya ketahanan pangan gagal. BLT tidak tepat sarapan,"" kata Suharno.
Suharno menyebut saat ini masih banyak data petani yang belum valid. Ia pun menilai kondisi ini jangan ditambah sulit dengan penggantian pupuk subsidi menjadi BLT. Menurutnya, yang diharapkan petani hanya kemudahan mendapatkan pupuk subsidi.
""Kalau kami ingin bagaimana bisa beli subsidi, tidak perlu bertele-tele. Data petani sampai sekarang belum valid, artinya siapa pemilik, penyewa, penggarap lahan belum jelas. Dan, itu (pupuk subsidi diganti BLT) membuat petani panik "" jelasnya.
Suharno menambahkan, dalam waktu dekat pihaknya akan berdiskusi dengan KTNA provinsi untuk membahas wacana ini. ""Kalau bisa KTNA provinsi adakan diskusi. Nanti rencananya di Surabaya, mungkin minggu depan setelah upacara kemerdekaan,"" tandas Suharno.
Sebelumnya, Kemenko Marves mengungkapkan keinginan ke depannya subsidi yang digelontorkan pemerintah seharusnya diberikan langsung kepada petani yang membutuhkan pupuk subsidi. Luhut menyebut nantinya pupuk subsidi akan diberikan langsung secara tunai kepada petani.
""Pupuk kan Rp 30 triliun tuh seperti ini. Sekarang kamidirectsaja, target. Jadi memang petani yang dapat, harus dapat apa namanya itu, subsidi pupuk. Ya kami kirim duitnya. Nah, nanti beli ke e-catalog pupuknya,"" jelas Luhut dalam program Economic Update CNBC Indonesia, Selasa (30/7/2024).
""Ada pupuk organik seperti misalnya nantiseaweed.Yaseaweedtuh kan. Dan, juga ada mungkin nanti pupuk apa. Macam-macam sekarang pupuk ini. Itu efisien. Jadi kamu langsung beli ke e-catalog uangnya,"" terangnya.",https://www.detik.com/search/searchall?query=blt&page=4
"Beredar Link Pendaftaran BLT Rp 400 Ribu, Kemensos Pastikan Hoax!",https://finance.detik.com/berita-ekonomi-bisnis/d-7205950/beredar-link-pendaftaran-blt-rp-400-ribu-kemensos-pastikan-hoax,"Belakangan beredar pesan di WhatsApp dengan narasi pemerintah akan menambah bantuan langsung tunai (BLT) El Nino sebesar Rp 400.000. Namun, Kementerian Sosial (Kemensos) lewat Instagramnya @kemensosri menegaskan jika informasi tersebut adalah.
""Baru-baru ini beredar pesan melalui aplikasi Whatsapp terkait pencairan atau pendaftaran tambahan untuk Bantuan Langsung Tunai (BLT) El-Nino. Berhenti menyebarluaskan atau memberikan data apapun melalui nomor tersebut,"" tulis Kemensos, dikutip Kamis (22/2/2024).
Kemensos menegaskan tidak pernah membuat situs atau tautan terkait pendaftaran dan pencairan bantuan sosial (bansos). Kemensos mengimbau masyarakat yang menerima pesan tersebut tidak mengklik atau menyampaikan data diri pada situs tersebut.
""Kementerian Sosial TIDAK PERNAH membuat situs ataupun tautan terkait pendaftaran maupun pencairan bantuan sosial. Untuk menghindari penyalahgunaan informasi maupun kewenangan yang mengatasnamakan Kementerian Sosial, kami imbau masyarakat untuk tidak mengklik dan menyampaikan data diri melalui situs tersebut,"" jelas Kemensos.
Adapun dalam pesan WhatsApp itu dinarasikan jika pemerintah akan memberi BLT El Nino sebesar Rp 400 ribu. Namun ada proses pendaftaran yang harus dilakukan terlebih dahulu.
""Kabar gembira pemerintah akan memberikan bantuan tambahan BLT El Nino Rp 400.000. Segera daftarkan diri Anda sebelum ditutup,"" bunyi pesan hoax tersebut.
Disebutkan juga pencairan bantuan tidak dipungut biaya sepeser pun. Masyarakat cukup membuka website dan mengisi formulir pendaftaran. ""Batas pendaftaran sampai 29 Februari 2024,"" tutup pesan itu.
Lihat juga Video: Penjelasan Jokowi soal Tebar BLT Jelang Pemilu
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=4
"Penyaluran BLT Rp 600 Ribu Mundur, Jadi Bulan Puasa",https://finance.detik.com/berita-ekonomi-bisnis/d-7203171/penyaluran-blt-rp-600-ribu-mundur-jadi-bulan-puasa,"Menteri Koordinator (Menko) Bidang Perekonomian Airlangga Hartarto mengatakan pemerintah akan menggelontorkan Bantuan Langsung Tunai (BLT) pada momentum Ramadhan yang jatuh pada bulan Maret 2024.
Adapun sebelumnya, pemerintah sendiri telah berencana untuk menggelontorkan BLT mitigasi risiko pangan sebesar Rp 200 ribu per bulan berlaku untuk periode Januari-Februari-Maret 2024 dan akan dievaluasi setiap tiga bulan. Awalnya pencairan BLT direncanakan akan dirapel atau diberikan sekaligus pada Februari 2024 sebesar Rp 600 ribu. Namun hingga kini, BLT tak kunjung cair.
""(BLT) pangan kan tetap jalan, BLT nanti akan kita realisasikan untuk Ramadhan juga,"" kata Airlangga, ditemui di The St. Regis Jakarta, Selasa (20/2/2024).
Airlangga menjelaskan, BLT yang dimaksudkannya cair pada Ramadhan tersebut ialah BLT pangan Rp 200 ribu per bulan. BLT ini sebagai mitigasi risiko pangan karena harga pangan yang relatif naik.
""Karena kan harga pangan memang relatif naik makanya kita sudah melihat itu, makanya kita siapkan BLT tadi,"" jelasnya.
Lebih lanjut saat ditanya alasan penyaluran BLT menggunakan layanan PT Pos Indonesia, Airlangga menjelaskan bahwa hal ini dilakukan lantaran tarifnya yang lebih murah ketimbang menggunakan perbankan.
""Pertama lebih murah. Jadi kalaucostlewat PT Pos sebarkan itu ongkosnya Rp 30 ribu, kalau melalui perbankan Rp 60 ribu. Kenapa 60 ribu? Karena harus cetak kartu, harus ada pendampingan untuk ke ATM, sehingga lebih tinggi,"" terang Airlangga.
Sebagai tambahan informasi, sebelumnya Airlangga juga sempat buka suara terkait BLT Rp 600 ribu yang tak kunjung cair. Menurutnya, salah satu yang menjadi kendala terkait penganggaran yang ada di Kementerian Sosial (Kemensos).
""Penyaluran kita harapkan (secepatnya) kan sekarang masih membutuhkan penganggaran di Kementerian Sosial dan kemudian berkontrak dengan PT Pos karena penyaluran melalui PT Pos secara biaya lebih murah daripada melalui Himbara,"" kata Airlangga kepada wartawan di kantornya, Jakarta Pusat, Jumat (16/2/2024).
Saat ditanya apakah penyaluran BLT Rp 600 ribu bisa dilakukan pekan ini, Airlangga berguyon bahwa pekan ini waktunya untuk memantau hasil Pemilihan Umum (Pemilu) 2024 yang dilakukan Komisi Pemilihan Umum (KPU).
""Pekan ini kita tunggu hasil KPU dulu. Jadi kita santai-santai aja dulu,"" ucapnya.",https://www.detik.com/search/searchall?query=blt&page=4
